CUSTOMER_NUMBER,COMPANY_NAME,PRIMARY_INDUSTRY,REVENUES (IN MILLIONS DOLLAR),CATEGORY,Account_number
959114191,"SS&C Technologies Holdings, Inc",Publishing & Printing,1053,CAT-F,38676766
959114192,Continental Resources Inc,Petroleum & Coal Products,33561,CAT-B,38676767
959114193,Federal-Mogul Corp,Motor Vehicle Parts,14544,CAT-D,38676768
959114194,Builders FirstSource Inc,Wood Products,29078,CAT-C,38676769
959114195,Navistar International Corp,Motor Vehicles,36588,CAT-B,38676770
959114196,Woodward Governor Co,Electrical Equipment & Appliances,2610,CAT-F,38676771
959114197,eXegenics Inc (United States),Pharmaceuticals,29303,CAT-C,38676772
959114198,Southwest Gas Corporation,Petroleum & Coal Products,40218,CAT-A,38676773
959114199,Weyerhaeuser Co,Wood Products,15545,CAT-D,38676774
959114200,Illumina Inc,Medical Instruments & Equipment,37475,CAT-B,38676775
959114201,Lincoln Electric Holdings Inc,Machinery,34715,CAT-B,38676776
959114202,Vulcan Materials Co,"Stone, Clay, Glass & Concrete Products",23726,CAT-C,38676777
959114203,Bunge Ltd,Food,11617,CAT-D,38676778
959114204,Johnson & Johnson,Pharmaceuticals,19328,CAT-D,38676779
959114205,Kraft Heinz Co,Food,40559,CAT-A,38676780
959114206,Global Brass & Copper Holdings Inc,Fabricated Metal Products,24058,CAT-C,38676781
959114207,Micron Technology Inc,Computers & Other Electronic Products,41512,CAT-A,38676782
959114208,NU Skin Enterprises Inc,Pharmaceuticals,29458,CAT-C,38676783
959114209,USG Corp,"Stone, Clay, Glass & Concrete Products",4887,CAT-F,38676784
959114210,Harris Corp,Communications Equipment,23205,CAT-C,38676785
959114211,Keysight Technologies Inc,Machinery,10544,CAT-D,38676786
959114212,Arconic Inc,Primary Metals,32159,CAT-B,38676787
959114213,NetApp Inc,Computers & Other Electronic Products,12198,CAT-D,38676788
959114214,Matthews International Corp,Miscellaneous,21318,CAT-C,38676789
959114215,Acuity Brands Inc,Electrical Equipment & Appliances,42025,CAT-A,38676790
959114216,La-Z-Boy Inc,Furniture & Fixtures,11041,CAT-D,38676791
959114217,ITT Inc,Machinery,47720,CAT-A,38676792
959114218,Pinnacle Foods Inc,Food,10539,CAT-D,38676793
959114219,Intel Corp,Computers & Other Electronic Products,40870,CAT-A,38676794
959114220,Calumet Specialty Products Partners LP,Petroleum & Coal Products,36934,CAT-B,38676795
959114221,Alliance One International Inc,Tobacco,36264,CAT-B,38676796
959114222,Emerson Electric Co,Electrical Equipment & Appliances,42608,CAT-A,38676797
959114223,J M Smucker Co,Food,38875,CAT-B,38676798
959114224,Valmont Industries Inc,Miscellaneous,23366,CAT-C,38676799
959114225,Valvoline Inc,Petroleum & Coal Products,27051,CAT-C,38676800
959114226,Waters Corp,Instruments,13041,CAT-D,38676801
959114227,Pfizer Inc,Pharmaceuticals,24615,CAT-C,38676802
959114228,Clorox Co,Chemicals,4088,CAT-F,38676803
959114229,Johnson & Johnson,Pharmaceuticals,19328,CAT-D,38676804
959114230,Becton Dickinson & Co,Medical Instruments & Equipment,1927,CAT-F,38676805
959114231,Philip Morris International Inc,Tobacco,5153,CAT-E,38676806
959114232,NetApp Inc,Computers & Other Electronic Products,12198,CAT-D,38676807
959114233,Cimarex Energy Co,Petroleum & Coal Products,4774,CAT-F,38676808
959114234,Emerson Electric Co,Electrical Equipment & Appliances,42608,CAT-A,38676809
959114235,Orbital ATK Inc,Aerospace & Defense,20404,CAT-C,38676810
959114236,Johnson & Johnson,Pharmaceuticals,19328,CAT-D,38676811
959114237,Post Holdings Inc,Food,44869,CAT-A,38676812
959114238,Goodyear Tire & Rubber Co,Rubber Products,35420,CAT-B,38676813
959114239,SunPower Corp,Electrical Equipment & Appliances,39217,CAT-B,38676814
959114240,Hershey Co,Food,5946,CAT-E,38676815
959114241,Matthews International Corp,Miscellaneous,21318,CAT-C,38676816
959114242,Dow Chemical Co,Chemicals,14571,CAT-D,38676817
959114243,Curtiss-Wright Corp,Machinery,2793,CAT-F,38676818
959114244,Stryker Corp,Medical Instruments & Equipment,33648,CAT-B,38676819
959114245,Federal-Mogul Corp,Motor Vehicle Parts,14544,CAT-D,38676820
959114246,Esterline Technologies Corp,Machinery,13861,CAT-D,38676821
959114247,Raytheon Co,Aerospace & Defense,21457,CAT-C,38676822
959114248,CMS Energy Corp,Petroleum & Coal Products,11306,CAT-D,38676823
959114249,Polaris Industries Inc,"Railcars, Ships, & Other Trans Equip",48247,CAT-A,38676824
959114250,Keysight Technologies Inc,Machinery,10544,CAT-D,38676825
959114251,Hill-Rom Holdings Inc,Medical Instruments & Equipment,710,CAT-G,38676826
959114252,Dominion Energy Inc,Petroleum & Coal Products,42097,CAT-A,38676827
959114253,Sanderson Farms Inc,Food,35149,CAT-B,38676828
959114254,Danaher Corp,Miscellaneous,46068,CAT-A,38676829
959114255,Meritor Inc,Motor Vehicle Parts,33456,CAT-B,38676830
959114256,Cubic Corp,Instruments,18148,CAT-D,38676831
959114257,Calumet Specialty Products Partners LP,Petroleum & Coal Products,36934,CAT-B,38676832
959114258,VF Corp,Apparel,26991,CAT-C,38676833
959114259,EQT Corp,Petroleum & Coal Products,16499,CAT-D,38676834
959114260,Linear Technology Corp,Computers & Other Electronic Products,14425,CAT-D,38676835
959114261,Fortune Brands Home & Security Inc,Fabricated Metal Products,38708,CAT-B,38676836
959114262,Lam Research Corp,Computers & Other Electronic Products,44474,CAT-A,38676837
959114263,Park-Ohio Holdings Corp,Miscellaneous,32675,CAT-B,38676838
959114264,Aerojet Rocketdyne Holdings Inc,Aerospace & Defense,38726,CAT-B,38676839
959114265,Lincoln Electric Holdings Inc,Machinery,34715,CAT-B,38676840
959114266,Trinity Industries Inc,"Railcars, Ships, & Other Trans Equip",34189,CAT-B,38676841
959114267,BE Aerospace Inc,Aerospace & Defense,30462,CAT-B,38676842
959114268,Woodward Governor Co,Electrical Equipment & Appliances,2610,CAT-F,38676843
959114269,Triumph Group Inc,Aerospace & Defense,49528,CAT-A,38676844
959114270,ResMed Inc,Medical Instruments & Equipment,2025,CAT-F,38676845
959114271,Middleby Corp,Electrical Equipment & Appliances,19630,CAT-D,38676846
959114272,Monsanto Co,Chemicals,14454,CAT-D,38676847
959114273,United States Steel Corp,Fabricated Metal Products,34828,CAT-B,38676848
959114274,Honeywell International Inc,Miscellaneous,1902,CAT-F,38676849
959114275,Energizer Holdings Inc,Electrical Equipment & Appliances,40383,CAT-A,38676850
959114276,GoPro Inc,Computers & Other Electronic Products,43991,CAT-A,38676851
959114277,General Mills Inc,Food,19501,CAT-D,38676852
959114278,Eastman Kodak Co,Chemicals,2892,CAT-F,38676853
959114279,AbbVie Inc,Pharmaceuticals,21687,CAT-C,38676854
959114280,Twenty-First Century Fox Inc,Publishing & Printing,44974,CAT-A,38676855
959114281,Mosaic Co,Chemicals,16537,CAT-D,38676856
959114282,NCR Corp,Computers & Other Electronic Products,42272,CAT-A,38676857
959114283,Sanderson Farms Inc,Food,35149,CAT-B,38676858
959114284,Whiting Petroleum Corp,Petroleum & Coal Products,14090,CAT-D,38676859
959114285,AGCO Corp,Machinery,16790,CAT-D,38676860
959114286,"U S Concrete, Inc","Stone, Clay, Glass & Concrete Products",19811,CAT-D,38676861
959114287,Catalent Inc,Pharmaceuticals,14342,CAT-D,38676862
959114288,Mondelez International Inc,Food,37091,CAT-B,38676863
959114289,Graco Inc,Machinery,33119,CAT-B,38676864
959114290,New Media Investment Group Inc,Publishing & Printing,49563,CAT-A,38676865
959114291,Edwards Lifesciences Corp,Pharmaceuticals,8022,CAT-E,38676866
959114292,Texas Instruments Inc,Computers & Other Electronic Products,46001,CAT-A,38676867
959114293,Mattel Inc,Miscellaneous,38663,CAT-B,38676868
959114294,ResMed Inc,Medical Instruments & Equipment,2025,CAT-F,38676869
959114295,Mattel Inc,Miscellaneous,38663,CAT-B,38676870
959114296,AbbVie Inc,Pharmaceuticals,21687,CAT-C,38676871
959114297,Super Micro Computer Inc,Computers & Other Electronic Products,9416,CAT-E,38676872
959114298,Steel Dynamics Inc,Primary Metals,39954,CAT-B,38676873
959114299,Jabil Circuit Inc,Computers & Other Electronic Products,4306,CAT-F,38676874
959114300,Middleby Corp,Electrical Equipment & Appliances,19630,CAT-D,38676875
959114301,Drew Industries Inc,Motor Vehicle Parts,44372,CAT-A,38676876
959114302,Par Pacific Holdings Inc,Petroleum & Coal Products,29885,CAT-C,38676877
959114303,"U S Concrete, Inc","Stone, Clay, Glass & Concrete Products",19811,CAT-D,38676878
959114304,Meredith Corp,Publishing & Printing,45096,CAT-A,38676879
959114305,Benchmark Electronics Inc,Computers & Other Electronic Products,4982,CAT-F,38676880
959114306,Tupperware Brands Corp,Plastics,1900,CAT-F,38676881
959114307,Donaldson Co Inc,Machinery,7325,CAT-E,38676882
959114308,Alexion Pharmaceuticals Inc,Pharmaceuticals,22502,CAT-C,38676883
959114309,United States Steel Corp,Fabricated Metal Products,34828,CAT-B,38676884
959114310,Nordson Corp,Machinery,38899,CAT-B,38676885
959114311,Andersons Inc,Chemicals,4080,CAT-F,38676886
959114312,Andersons Inc,Chemicals,4080,CAT-F,38676887
959114313,Real Industry Inc,Fabricated Metal Products,15988,CAT-D,38676888
959114314,SPX Flow Inc,Machinery,11538,CAT-D,38676889
959114315,KLA-Tencor Corp,Computers & Other Electronic Products,47518,CAT-A,38676890
959114316,Milacron Holdings Corp,Machinery,17144,CAT-D,38676891
959114317,HNI Corp,Furniture & Fixtures,32440,CAT-B,38676892
959114318,Orbital ATK Inc,Aerospace & Defense,20404,CAT-C,38676893
959114319,KLA-Tencor Corp,Computers & Other Electronic Products,47518,CAT-A,38676894
959114320,United Technologies Corp,Aerospace & Defense,805,CAT-G,38676895
959114321,Martin Marietta Materials Inc,"Stone, Clay, Glass & Concrete Products",6526,CAT-E,38676896
959114322,Apple Inc,Computers & Other Electronic Products,9495,CAT-E,38676897
959114323,Caterpillar Inc,Machinery,46603,CAT-A,38676898
959114324,Zoetis Inc,Pharmaceuticals,47113,CAT-A,38676899
959114325,Clorox Co,Chemicals,4088,CAT-F,38676900
959114326,Transdigm Group Inc,Aerospace & Defense,35786,CAT-B,38676901
959114327,Carter's Inc,Apparel,5563,CAT-E,38676902
959114328,New York Times Co,Publishing & Printing,31269,CAT-B,38676903
959114329,NCR Corp,Computers & Other Electronic Products,42272,CAT-A,38676904
959114330,United Therapeutics Corp,Pharmaceuticals,31067,CAT-B,38676905
959114331,Mettler-Toledo International Inc,Instruments,18813,CAT-D,38676906
959114332,GCP Applied Technologies Inc,Chemicals,16873,CAT-D,38676907
959114333,General Mills Inc,Food,19501,CAT-D,38676908
959114334,Greenbrier Cos Inc,"Railcars, Ships, & Other Trans Equip",22607,CAT-C,38676909
959114335,EnerSys Inc,Electrical Equipment & Appliances,14226,CAT-D,38676910
959114336,Orbital ATK Inc,Aerospace & Defense,20404,CAT-C,38676911
959114337,USG Corp,"Stone, Clay, Glass & Concrete Products",4887,CAT-F,38676912
959114338,Belden Inc,Electrical Equipment & Appliances,13205,CAT-D,38676913
959114339,Diebold Inc,Electrical Equipment & Appliances,23958,CAT-C,38676914
959114340,Lamb Weston Holdings Inc,Food,17570,CAT-D,38676915
959114341,Baxter International Inc,Medical Instruments & Equipment,12106,CAT-D,38676916
959114342,Polaris Industries Inc,"Railcars, Ships, & Other Trans Equip",48247,CAT-A,38676917
959114343,Wabtec Corp,"Railcars, Ships, & Other Trans Equip",33648,CAT-B,38676918
959114344,Hillenbrand Inc,Wood Products,42132,CAT-A,38676919
959114345,Time Inc,Publishing & Printing,22885,CAT-C,38676920
959114346,Freeport-McMoRan Inc,Primary Metals,41287,CAT-A,38676921
959114347,Deckers Outdoor Corp,Apparel,26535,CAT-C,38676922
959114348,Orbital ATK Inc,Aerospace & Defense,20404,CAT-C,38676923
959114349,Titan International Inc,Primary Metals,27241,CAT-C,38676924
959114350,Brocade Communications Systems Inc,Computers & Other Electronic Products,34032,CAT-B,38676925
959114351,Tyson Foods Inc,Food,1533,CAT-F,38676926
959114352,Trimble Navigation Ltd,Computers & Other Electronic Products,11679,CAT-D,38676927
959114353,Archer-Daniels-Midland Co,Food,23224,CAT-C,38676928
959114354,PACCAR Inc,Motor Vehicles,17209,CAT-D,38676929
959114355,Griffon Corp,Fabricated Metal Products,18868,CAT-D,38676930
959114356,Martin Marietta Materials Inc,"Stone, Clay, Glass & Concrete Products",6526,CAT-E,38676931
959114357,Aerojet Rocketdyne Holdings Inc,Aerospace & Defense,38726,CAT-B,38676932
959114358,Concho Resources Inc,Petroleum & Coal Products,10973,CAT-D,38676933
959114359,Tesla Inc,Motor Vehicles,29871,CAT-C,38676934
959114360,AVX Corp,Computers & Other Electronic Products,7669,CAT-E,38676935
959114361,Rockwell Collins Inc,Communications Equipment,35287,CAT-B,38676936
959114362,Oshkosh Corp,Motor Vehicles,32017,CAT-B,38676937
959114363,Andersons Inc,Chemicals,4080,CAT-F,38676938
959114364,Biogen Inc,Pharmaceuticals,42094,CAT-A,38676939
959114365,Phillips,Petroleum & Coal Products,11135,CAT-D,38676940
959114366,Kraft Heinz Co,Food,40559,CAT-A,38676941
959114367,Steelcase Inc,Furniture & Fixtures,33919,CAT-B,38676942
959114368,McCormick & Co Inc,Food,9812,CAT-E,38676943
959114369,Fortive Corp,Instruments,14021,CAT-D,38676944
959114370,Delek US Holdings Inc,Petroleum & Coal Products,13364,CAT-D,38676945
959114371,Tupperware Brands Corp,Plastics,1900,CAT-F,38676946
959114372,Watts Water Technologies Inc,Machinery,43214,CAT-A,38676947
959114373,TTM Technologies Inc,Computers & Other Electronic Products,40538,CAT-A,38676948
959114374,ON Semiconductor Corp,Computers & Other Electronic Products,11312,CAT-D,38676949
959114375,Commercial Metals Co,Primary Metals,38914,CAT-B,38676950
959114376,Flowserve Corp,Machinery,32220,CAT-B,38676951
959114377,Darling Ingredients Inc,Food,49335,CAT-A,38676952
959114378,Graphic Packaging Holding Co,Paper,33858,CAT-B,38676953
959114379,Nucor Corp,Primary Metals,45663,CAT-A,38676954
959114380,Century Aluminum Co,Fabricated Metal Products,2592,CAT-F,38676955
959114381,Leggett & Platt Inc,Furniture & Fixtures,34825,CAT-B,38676956
959114382,Honeywell International Inc,Miscellaneous,1902,CAT-F,38676957
959114383,Keysight Technologies Inc,Machinery,10544,CAT-D,38676958
959114384,Illumina Inc,Medical Instruments & Equipment,37475,CAT-B,38676959
959114385,Cooper Companies Inc,Medical Instruments & Equipment,4809,CAT-F,38676960
959114386,Heico Corp,Aerospace & Defense,2176,CAT-F,38676961
959114387,Aerojet Rocketdyne Holdings Inc,Aerospace & Defense,38726,CAT-B,38676962
959114388,IBM Corp,Computers & Other Electronic Products,43467,CAT-A,38676963
959114389,Packaging Corp,of America Paper,26341,CAT-C,38676964
959114390,Bemis Co Inc,Miscellaneous,34522,CAT-B,38676965
959114391,Cintas Corp,Apparel,19116,CAT-D,38676966
959114392,National Oilwell Varco Inc,Machinery,48345,CAT-A,38676967
959114393,Edgewell Personal Care Co,Electrical Equipment & Appliances,49753,CAT-A,38676968
959114394,Pinnacle Foods Inc,Food,10539,CAT-D,38676969
959114395,Murphy Oil Corp,Petroleum & Coal Products,24868,CAT-C,38676970
959114396,Intuitive Surgical Inc,Medical Instruments & Equipment,46021,CAT-A,38676971
959114397,New York Times Co,Publishing & Printing,31269,CAT-B,38676972
959114398,Baxter International Inc,Medical Instruments & Equipment,12106,CAT-D,38676973
959114399,EchoStar Corp,Communications Equipment,24213,CAT-C,38676974
959114400,Intuitive Surgical Inc,Medical Instruments & Equipment,46021,CAT-A,38676975
959114401,Tupperware Brands Corp,Plastics,1900,CAT-F,38676976
959114402,USG Corp,"Stone, Clay, Glass & Concrete Products",4887,CAT-F,38676977
959114403,Deere & Co,Machinery,3239,CAT-F,38676978
959114404,Metaldyne Performance Group Inc,Motor Vehicle Parts,34211,CAT-B,38676979
959114405,Stanley Black & Decker Inc,Fabricated Metal Products,48933,CAT-A,38676980
959114406,Briggs & Stratton Corp,Machinery,11044,CAT-D,38676981
959114407,Kraton Performance Polymers Inc,Plastics,32296,CAT-B,38676982
959114408,Valspar Corp,Chemicals,16358,CAT-D,38676983
959114409,Western Gas Equity Partners LP,Petroleum & Coal Products,38975,CAT-B,38676984
959114410,American Axle & Mfg Holdings Inc,Motor Vehicle Parts,26440,CAT-C,38676985
959114411,Celanese Corp,Chemicals,3972,CAT-F,38676986
959114412,Chemours Co,Chemicals,10955,CAT-D,38676987
959114413,Kennametal Inc,Machinery,35330,CAT-B,38676988
959114414,Huntington Ingalls Industries Inc,"Railcars, Ships, & Other Trans Equip",39597,CAT-B,38676989
959114415,Intuitive Surgical Inc,Medical Instruments & Equipment,46021,CAT-A,38676990
959114416,Gannett Co Inc,Publishing & Printing,44360,CAT-A,38676991
959114417,VCA Inc,Medical Instruments & Equipment,28944,CAT-C,38676992
959114418,CVR Energy Inc,Petroleum & Coal Products,49856,CAT-A,38676993
959114419,Park-Ohio Holdings Corp,Miscellaneous,32675,CAT-B,38676994
959114420,Lancaster Colony Corp,Food,14801,CAT-D,38676995
959114421,Juniper Networks Inc,Computers & Other Electronic Products,18721,CAT-D,38676996
959114422,Amkor Technology Inc,Computers & Other Electronic Products,9393,CAT-E,38676997
959114423,Maxim Integrated Products Inc,Computers & Other Electronic Products,19663,CAT-D,38676998
959114424,Rexnord Corp,Machinery,43373,CAT-A,38676999
959114425,Cimarex Energy Co,Petroleum & Coal Products,4774,CAT-F,38677000
959114426,CommScope Holding Co,Communications Equipment,45996,CAT-A,38677001
959114427,Donaldson Co Inc,Machinery,7325,CAT-E,38677002
959114428,Williams Partners LP,Petroleum & Coal Products,42820,CAT-A,38677003
959114429,Spirit AeroSystems Holdings Inc,Aerospace & Defense,18093,CAT-D,38677004
959114430,Chemours Co,Chemicals,10955,CAT-D,38677005
959114431,Tower International Inc,Motor Vehicle Parts,42973,CAT-A,38677006
959114432,SPX Flow Inc,Machinery,11538,CAT-D,38677007
959114433,Milacron Holdings Corp,Machinery,17144,CAT-D,38677008
959114434,Microchip Technology Inc,Computers & Other Electronic Products,11559,CAT-D,38677009
959114435,Coca-Cola Bottling Co,Consolidated Beverages,1260,CAT-F,38677010
959114436,Sonoco Products Co,Paper,42626,CAT-A,38677011
959114437,John Bean Technologies Corp,Electrical Equipment & Appliances,13793,CAT-D,38677012
959114438,Schnitzer Steel Industries Inc,Primary Metals,23653,CAT-C,38677013
959114439,Illinois Tool Works Inc,Fabricated Metal Products,46518,CAT-A,38677014
959114440,SunPower Corp,Electrical Equipment & Appliances,39217,CAT-B,38677015
959114441,JELD-WEN Holding Inc,Furniture & Fixtures,34593,CAT-B,38677016
959114442,Hill-Rom Holdings Inc,Medical Instruments & Equipment,710,CAT-G,38677017
